Date,53_kW_mean,53_kW_max,71_kW_mean,71_kW_max,71A_kW_mean,71A_kW_max,83_kW_mean,83_kW_max,totalkW_mean,totalkW_max,totalkW_d-1,totalkW_w-1,totalkW_d/1,totalkW_w/1,71_71AkW_mean,71_71AkW_max,Month,Year,Day,WD,53_kW_time_max,71_kW_time_max,71A_kW_time_max,83_kW_time_max,71_71AkW_time_max,totalkW_time_max,CDD_15,HDD_25,NWD,temp_max,insolation,temp_mean,RH
08/06/2018,52.79,67.96,89.46,115.07,111.9,151.02,92.41,160.01,346.46,481.12,,,,,201.37,266.09,6,2018,8,4,09:00,11:00,11:00,08:00,11:00,11:00,1.2,9.1,0,20.8,0.6,16.1,83.25
09/06/2018,37.91,48.9,56.49,82.7,64.58,82.7,38.87,53.22,197.77,229.41,-148.69,,0.57,,121.11,154.62,6,2018,9,5,02:00,15:00,01:00,17:00,15:00,01:00,1.7,8.9,0,19.7,0.6,15.82,86.75
10/06/2018,32.76,42.79,46.89,75.51,63.68,68.32,31.72,37.4,175.04,220.42,-22.73,,0.89,,110.57,143.83,6,2018,10,6,21:00,00:00,01:00,16:00,01:00,02:00,4.1,5.9,0,24.5,2.3,19.14,83.25
11/06/2018,50.77,64.72,76.27,129.45,117.3,197.77,98.35,174.4,342.68,535.06,167.64,,1.96,,193.64,309.24,6,2018,11,0,18:00,16:00,17:00,14:00,17:00,17:00,7.1,3.2,0,27.8,6.2,21.58,71.25
12/06/2018,50.02,62.57,91.19,115.07,131.07,201.37,99.07,170.8,371.45,533.62,28.77,,1.08,,222.22,316.43,6,2018,12,1,08:00,15:00,14:00,11:00,15:00,15:00,8.3,2.2,0,27.9,4.9,23.46,59
13/06/2018,53.25,69.4,96.01,125.85,126.57,186.98,97.63,169,373.61,535.78,2.16,,1.01,,222.58,312.84,6,2018,13,2,18:00,15:00,15:00,09:00,15:00,15:00,5.8,4.2,0,24.2,0.8,19.96,83.75
14/06/2018,52.5,66.88,93.92,115.07,103.13,136.64,90.18,161.09,339.81,459.55,-33.8,,0.91,,197.05,248.11,6,2018,14,3,16:00,10:00,08:00,09:00,11:00,08:00,0.3,10.5,0,21.2,0,15.56,86.75
15/06/2018,53.51,68.68,89.14,111.47,100.68,133.05,83.06,142.04,326.32,443.01,-13.48,-20.14,0.96,0.94,189.86,244.52,6,2018,15,4,15:00,09:00,11:00,10:00,11:00,15:00,0.1,10.9,0,16.8,0,14.58,86
16/06/2018,40.6,52.5,63.07,75.51,63.25,93.49,35.89,55.38,202.8,250.27,-123.52,5.03,0.62,1.03,126.29,169,6,2018,16,5,05:00,03:00,03:00,10:00,03:00,03:00,0,11.4,0,16.2,0,14.5,84.5
17/06/2018,34.72,44.59,60.55,71.92,59.48,79.11,30.59,41.35,185.36,218.63,-17.44,10.32,0.91,1.06,120.03,151.02,6,2018,17,6,02:00,15:00,16:00,16:00,16:00,18:00,0.5,10.5,0,20.1,1.5,15.76,82.5
18/06/2018,51.1,63.65,81.48,104.28,98.71,143.83,86.08,151.38,317.51,449.48,132.15,-25.17,1.71,0.93,180.22,248.11,6,2018,18,0,18:00,14:00,15:00,10:00,15:00,15:00,1.3,9,0,22,3.6,16.82,81.5
19/06/2018,55.7,73.35,80.58,115.07,98.45,161.81,88.53,160.37,323.27,484,5.75,-48.18,1.02,0.87,179.07,276.88,6,2018,19,1,18:00,16:00,16:00,15:00,16:00,16:00,2.4,7.6,0,23.3,6.6,17.88,80.5
20/06/2018,56.6,67.96,82.56,115.07,102.05,183.39,90.47,162.53,331.72,518.88,8.45,-41.89,1.03,0.89,184.65,298.45,6,2018,20,2,18:00,15:00,15:00,15:00,15:00,15:00,4.2,5.8,0,25.5,7.7,19.56,66.5
21/06/2018,54.48,64.72,82.38,115.07,106.36,179.79,91.15,166.85,334.41,511.33,2.7,-5.39,1.01,0.98,188.78,294.86,6,2018,21,3,18:00,14:00,14:00,15:00,14:00,15:00,5.1,4.9,0,25.4,7.9,19.84,58
22/06/2018,50.67,62.21,79.86,111.47,101.76,169,90.54,161.81,322.73,490.83,-11.69,-3.6,0.97,0.99,181.59,280.47,6,2018,22,4,18:00,14:00,14:00,14:00,14:00,14:00,4.5,5.5,0,24.6,5.1,19.12,59.75
23/06/2018,37.55,48.9,66.38,82.7,71.59,93.49,38.04,49.98,213.59,252.79,-109.13,10.79,0.66,1.05,138.01,172.6,6,2018,23,5,01:00,12:00,19:00,08:00,19:00,19:00,5.3,4.8,0,26.4,6.8,20.28,60.25
24/06/2018,34.18,43.15,67.75,86.3,75.08,93.49,31.93,35.96,208.92,246.31,-4.67,23.55,0.98,1.13,142.75,179.79,6,2018,24,6,05:00,13:00,13:00,10:00,13:00,18:00,6.2,4.1,0,28.5,7.4,20.72,67
25/06/2018,53.87,71.2,89.72,115.07,116.22,179.79,100.68,170.8,360.48,532.18,151.56,42.97,1.73,1.14,205.86,294.86,6,2018,25,0,14:00,14:00,14:00,13:00,14:00,14:00,6.1,4.3,0,27.2,8.4,21.14,51.25
26/06/2018,55.38,71.2,83.14,107.87,105,165.41,93.67,169.72,337.29,493.71,-23.19,14.02,0.94,1.04,188.24,269.69,6,2018,26,1,18:00,15:00,16:00,16:00,16:00,16:00,5.9,4.1,0,26.5,2.5,21.46,45
27/06/2018,51.28,57.89,82.85,115.07,102.3,169,86.37,156.42,322.91,484,-14.38,-8.81,0.96,0.97,185.19,284.07,6,2018,27,2,01:00,12:00,13:00,09:00,13:00,13:00,2.9,7.1,0,23.4,7.3,18.62,70.75
28/06/2018,56.67,69.4,87.95,118.66,101.76,172.6,92.23,164.33,338.55,510.97,15.64,4.14,1.05,1.01,189.68,291.26,6,2018,28,3,18:00,09:00,14:00,15:00,15:00,15:00,4.9,5.1,0,26,5.2,19.58,70
29/06/2018,57.25,66.52,91.12,118.66,112.12,194.17,90.08,169.72,350.59,538.66,12.05,27.87,1.04,1.09,203.16,312.84,6,2018,29,4,18:00,14:00,14:00,14:00,14:00,14:00,5.4,4.6,0,26.4,8.5,20.06,57.5
30/06/2018,37.54,52.86,71.92,86.3,66.52,82.7,37.06,48.18,213.05,246.31,-137.54,-0.54,0.61,1,138.44,165.41,6,2018,30,5,02:00,14:00,06:00,10:00,14:00,06:00,5.2,4.8,0,26.8,6.6,20.18,72
01/07/2018,33.37,44.23,69.54,79.11,63.68,79.11,31.8,38.83,198.31,234.09,-14.74,-10.61,0.93,0.95,133.23,158.22,7,2018,1,6,00:00,04:00,14:00,16:00,14:00,04:00,4.6,5.6,0,27.4,7.9,20.54,61.5
02/07/2018,48.22,66.88,89.46,111.47,102.77,158.22,89.9,162.17,330.28,483.28,131.97,-30.2,1.67,0.92,192.2,269.69,7,2018,2,0,18:00,14:00,14:00,14:00,14:00,14:00,6.3,3.9,0,27.3,7.9,20.88,50
03/07/2018,55.7,66.16,88.1,107.87,99.17,140.24,90.76,165.05,333.69,470.33,3.42,-3.6,1.01,0.99,187.34,248.11,7,2018,3,1,19:00,10:00,11:00,14:00,11:00,14:00,3,7,0,24.7,5.4,18.72,77.75
04/07/2018,53.76,64.01,85.4,118.66,97.27,176.2,83.85,151.74,320.21,497.3,-13.48,-2.7,0.96,0.99,182.67,294.86,7,2018,4,2,18:00,14:00,14:00,07:00,14:00,14:00,1.6,8.4,0,23.7,5.7,17.94,82.25
05/07/2018,54.08,64.01,87.06,118.66,100.04,179.79,102.48,157.14,343.76,507.01,23.55,5.21,1.07,1.02,187.16,298.45,7,2018,5,3,18:00,14:00,14:00,15:00,14:00,14:00,4.7,5.4,0,28.5,6.2,20.16,65.25
06/07/2018,48.72,54.66,81.48,107.87,85.4,140.24,77.17,182.67,292.7,475.37,-51.06,-57.89,0.85,0.83,166.92,248.11,7,2018,6,4,11:00,09:00,10:00,09:00,10:00,09:00,5.4,4.8,0,26.6,5.5,20,57
07/07/2018,39.77,52.14,65.95,79.11,60.55,82.7,38.91,56.81,205.14,247.39,-87.56,-7.91,0.7,0.96,126.5,161.81,7,2018,7,5,04:00,06:00,06:00,10:00,06:00,06:00,4.2,5.8,0,25.2,7.6,19.5,54.25
08/07/2018,36.93,46.75,64.72,75.51,64.87,82.7,32.9,43.51,199.39,230.85,-5.75,1.08,0.97,1.01,129.63,154.62,7,2018,8,6,19:00,02:00,22:00,15:00,08:00,22:00,5.6,4.6,0,27.7,8.5,21.62,50.75
09/07/2018,37.6,46.75,66.95,79.11,66.52,93.49,33.12,42.43,204.24,247.03,4.85,-126.03,1.02,0.62,133.48,172.6,7,2018,9,0,01:00,07:00,07:00,10:00,07:00,07:00,2.5,7.7,0,25.2,5.4,17.82,72.25
10/07/2018,55.52,71.92,79.54,104.28,85.4,125.85,87.23,153.18,307.8,455.23,103.56,-25.89,1.51,0.92,164.98,230.13,7,2018,10,1,09:00,09:00,08:00,09:00,09:00,09:00,0,13.6,0,15.6,0.2,12.08,79.5
11/07/2018,53.9,69.4,80.47,107.87,87.77,129.45,84.29,144.19,306.36,434.38,-1.44,-13.84,1,0.96,168.28,233.73,7,2018,11,2,18:00,15:00,11:00,16:00,11:00,11:00,0,13.9,0,15.5,3,11.78,76.25
12/07/2018,54.58,65.8,80.33,104.28,86.16,129.45,84.57,148.15,305.65,431.86,-0.72,-38.12,1,0.89,166.49,233.73,7,2018,12,3,18:00,12:00,12:00,15:00,12:00,15:00,0.4,13,0,19.4,8.2,12.98,68.5
13/07/2018,54.98,65.08,80.01,107.87,89.14,136.64,87.59,162.17,311.76,457.03,6.11,19.06,1.02,1.07,169.18,244.52,7,2018,13,4,18:00,15:00,15:00,15:00,15:00,15:00,2.1,9.9,0,23.6,7.9,15.74,61.5
14/07/2018,39.99,56.09,64.4,75.51,63.97,79.11,42.36,64.72,210.72,249.91,-101.04,5.57,0.68,1.03,128.37,154.62,7,2018,14,5,06:00,07:00,07:00,14:00,07:00,07:00,4,6,0,26.4,8.3,18.64,53.75
15/07/2018,33.96,46.03,63,100.68,60.7,136.64,44.73,144.91,202.27,308.52,-8.45,2.88,0.96,1.01,123.7,237.32,7,2018,15,6,06:00,07:00,07:00,14:00,07:00,07:00,5.1,5.4,0,28.2,,20.36,49.75
16/07/2018,52.32,66.88,88.42,115.07,106.51,165.41,95.29,175.48,342.5,503.78,140.24,138.26,1.69,1.68,194.89,276.88,7,2018,16,0,18:00,17:00,14:00,15:00,17:00,14:00,5.8,4.7,0,28.3,7.8,20.68,54
17/07/2018,55.81,67.6,87.2,107.87,105.18,161.81,92.84,175.84,341.06,501.26,-1.44,33.26,1,1.11,192.38,269.69,7,2018,17,1,18:00,11:00,15:00,15:00,15:00,15:00,4,6.4,0,27,8.4,19.6,66.75
18/07/2018,53.94,62.57,88.1,118.66,104.46,176.2,92.13,164.69,338.55,512.05,-2.52,32.18,0.99,1.11,192.56,294.86,7,2018,18,2,18:00,13:00,14:00,15:00,14:00,14:00,5.6,4.7,0,27.8,8.4,20.4,66
19/07/2018,53.58,60.41,85.08,118.66,102.48,176.2,91.37,163.97,332.61,509.53,-5.93,26.97,0.98,1.09,187.52,294.86,7,2018,19,3,18:00,13:00,14:00,14:00,14:00,14:00,6.2,4,0,28.1,8.4,20.76,62.75
20/07/2018,55.05,61.13,87.2,118.66,109.67,179.79,92.02,167.93,343.94,521.04,11.33,32.18,1.03,1.1,196.87,298.45,7,2018,20,4,08:00,15:00,15:00,15:00,15:00,15:00,7.4,3.2,0,28.7,8.4,21.56,56
21/07/2018,44.23,57.17,70.87,82.7,62.35,86.3,67.53,127.29,244.88,324.7,-99.07,34.16,0.71,1.16,133.23,169,7,2018,21,5,02:00,12:00,12:00,12:00,12:00,12:00,3.7,6.5,0,28.1,5.3,19.68,72.5
22/07/2018,37.11,46.75,76.27,86.3,57.21,71.92,30.1,34.16,200.65,212.51,-44.23,-1.62,0.82,0.99,133.48,154.62,7,2018,22,6,03:00,09:00,15:00,15:00,09:00,15:00,1.4,8.9,0,22.1,2,17.52,79.5
23/07/2018,52.28,67.6,93.92,122.26,94.21,151.02,92.95,167.57,333.51,486.52,132.87,-8.99,1.66,0.97,188.24,273.28,7,2018,23,0,18:00,16:00,14:00,14:00,16:00,15:00,4.4,5.6,0,25.5,5.6,19.52,62.25
24/07/2018,52.71,61.85,91.69,115.07,87.06,125.85,87.7,156.78,319.13,450.92,-14.38,-21.93,0.96,0.94,178.71,237.32,7,2018,24,1,18:00,10:00,11:00,10:00,10:00,10:00,1.2,8.9,0,20.5,0.2,16.78,82
25/07/2018,52.93,66.52,91.84,115.07,89.75,151.02,88.03,154.26,322.55,471.05,3.42,-16,1.01,0.95,181.59,266.09,7,2018,25,2,19:00,14:00,14:00,14:00,14:00,14:00,1.9,8.1,0,23.8,4.6,17.84,77
26/07/2018,55.92,69.76,93.06,125.85,91.84,154.62,89.75,162.17,330.64,496.94,8.09,-1.98,1.03,0.99,184.83,280.47,7,2018,26,3,18:00,14:00,14:00,15:00,14:00,15:00,3.4,6.6,0,25.5,7.3,18.84,70.25
27/07/2018,51.56,65.44,94.21,129.45,91.84,161.81,87.77,163.61,325.42,503.42,-5.21,-18.52,0.98,0.95,186.08,291.26,7,2018,27,4,18:00,14:00,14:00,13:00,14:00,14:00,5,5.1,0,26.6,8.8,20.2,55.25
28/07/2018,38.39,49.26,75.94,93.49,53.51,64.72,35.78,46.39,203.52,229.77,-121.9,-41.35,0.63,0.83,129.45,147.43,7,2018,28,5,06:00,14:00,08:00,13:00,06:00,06:00,6.4,4,0,27.4,8.5,20.36,54.25
29/07/2018,37,48.9,72.35,82.7,50.67,53.94,30.18,38.83,190.22,205.32,-13.3,-10.43,0.93,0.95,122.98,136.64,7,2018,29,6,23:00,17:00,00:00,08:00,17:00,18:00,7.7,2.9,0,29.2,5.2,22.58,42
30/07/2018,50.56,65.44,95.58,118.66,91.55,143.83,86.48,157.86,324.16,462.42,133.94,-9.35,1.7,0.97,187.16,262.5,7,2018,30,0,18:00,10:00,10:00,12:00,10:00,12:00,2.7,7.3,0,25.2,2.5,18.72,74.5
31/07/2018,53.72,71.56,91.55,115.07,81.23,129.45,86.26,152.46,312.66,446.24,-11.51,-6.47,0.96,0.98,172.78,244.52,7,2018,31,1,18:00,11:00,11:00,10:00,11:00,15:00,0.7,9.7,0,18.4,2,15.04,82.25
01/08/2018,53.79,65.44,89.32,115.07,79.11,115.07,89,155.34,311.22,436.53,-1.44,-11.33,1,0.96,168.36,230.13,8,2018,1,2,18:00,14:00,14:00,15:00,14:00,14:00,0,12.5,0,14.5,0,13.36,86.75
02/08/2018,52.64,69.4,93.78,122.26,80.76,122.26,89.68,156.42,316.79,448.76,5.57,-13.84,1.02,0.96,174.58,240.92,8,2018,2,3,18:00,14:00,11:00,10:00,11:00,11:00,0.3,10.5,0,17.1,0,14.9,89.75
03/08/2018,55.02,69.76,93.49,118.66,78.68,122.26,84.54,150.31,311.76,449.12,-5.03,-13.66,0.98,0.96,172.17,240.92,8,2018,3,4,11:00,11:00,14:00,14:00,14:00,11:00,0.4,9.6,0,16.2,0,15.16,92.5
04/08/2018,34.66,48.18,73.18,86.3,52.54,68.32,33.55,48.54,193.82,226.54,-117.94,-9.71,0.62,0.95,125.67,154.62,8,2018,4,5,03:00,12:00,12:00,07:00,12:00,07:00,2.1,7.9,0,20.4,1.9,17.22,75
05/08/2018,30.85,40.27,70.12,82.7,57.53,68.32,28.61,33.8,187.16,214.67,-6.65,-3.06,0.97,0.98,127.65,151.02,8,2018,5,6,18:00,02:00,02:00,09:00,02:00,02:00,1,9.2,0,19.8,0,16.08,78.5
06/08/2018,50.34,67.24,87.2,115.07,81.66,115.07,81.34,160.37,300.61,440.85,113.45,-23.55,1.61,0.93,168.82,230.13,8,2018,6,0,15:00,11:00,11:00,10:00,11:00,11:00,0,11.3,0,15.1,0,14.02,89.75
07/08/2018,52.79,66.88,88.24,115.07,83.03,118.66,94.21,174.04,318.23,443.73,17.62,5.57,1.06,1.02,171.23,233.73,8,2018,7,1,09:00,14:00,14:00,09:00,14:00,14:00,0.2,11.3,0,17.8,0,14.36,84.5
08/08/2018,52.64,64.37,95.11,122.26,91.84,151.02,97.16,176.2,336.75,494.43,18.52,25.53,1.06,1.08,186.98,273.28,8,2018,8,2,19:00,14:00,14:00,09:00,14:00,14:00,3.6,6.4,0,26,6,19.38,67.75
09/08/2018,51.35,60.77,101.11,133.05,95.58,151.02,93.67,162.89,341.78,491.91,5.03,24.99,1.01,1.08,196.69,284.07,8,2018,9,3,17:00,15:00,14:00,09:00,15:00,15:00,4.5,5.5,0,24.6,8.4,19.06,68.25
10/08/2018,51.06,64.72,96.19,122.26,83.6,129.45,85.54,158.58,316.43,460.27,-25.35,4.67,0.93,1.01,179.79,251.71,8,2018,10,4,17:00,15:00,15:00,11:00,15:00,15:00,1.5,9.9,0,20.7,9.8,15.22,48
11/08/2018,38.99,51.78,79.25,82.7,57.53,64.72,36.12,45.31,211.97,226.18,-104.46,18.16,0.67,1.09,136.82,143.83,8,2018,11,5,01:00,00:00,13:00,07:00,00:00,00:00,1.2,10.8,0,22.8,9.5,14.58,55.5
12/08/2018,34,44.95,78.78,82.7,57.53,64.72,31.13,35.24,201.37,219.35,-10.61,14.2,0.95,1.08,136.35,143.83,8,2018,12,6,22:00,19:00,12:00,22:00,12:00,19:00,0.5,11.8,0,19.2,5.1,13.78,72.75
13/08/2018,51.13,60.77,97.38,122.26,84.93,129.45,86.8,162.53,320.39,457.39,119.02,19.78,1.59,1.07,182.31,251.71,8,2018,13,0,08:00,10:00,15:00,09:00,15:00,15:00,0.7,11.1,0,21.4,6.1,14.94,80.5
14/08/2018,52.18,61.49,99.17,122.26,90.47,151.02,85.98,153.18,327.94,477.53,7.55,9.71,1.02,1.03,189.68,273.28,8,2018,14,1,19:00,11:00,15:00,14:00,15:00,15:00,3,7.8,0,27.9,8.5,17.46,70.75
15/08/2018,54.26,66.52,95.94,122.26,79.68,122.26,84.14,157.5,313.92,435.45,-14.02,-22.83,0.96,0.93,175.55,244.52,8,2018,15,2,17:00,14:00,15:00,11:00,15:00,15:00,0.2,10.9,0,17.8,0,14.94,84
16/08/2018,58.07,71.56,96.66,122.26,81.66,125.85,87.67,157.14,323.98,459.91,10.07,-17.8,1.03,0.95,178.28,248.11,8,2018,16,3,09:00,10:00,14:00,11:00,14:00,14:00,0.5,10.1,0,17.3,0,15.18,86.25
17/08/2018,58.43,66.52,98.24,122.26,79.11,122.26,85.01,149.23,320.75,444.8,-3.24,4.31,0.99,1.01,177.35,244.52,8,2018,17,4,11:00,15:00,14:00,13:00,15:00,10:00,0.1,10.7,0,17.4,0,15.26,83.75
18/08/2018,40.13,56.45,82.27,86.3,55.74,61.13,36.68,47.82,214.85,225.82,-105.9,2.88,0.67,1.01,138.01,147.43,8,2018,18,5,00:00,11:00,10:00,08:00,16:00,01:00,1.1,9.4,0,22.2,7.5,16.68,75.25
19/08/2018,35.26,46.03,80.15,93.49,56.96,71.92,34.05,43.15,206.4,222.58,-8.45,5.03,0.96,1.02,137.07,165.41,8,2018,19,6,04:00,14:00,14:00,12:00,14:00,18:00,3.5,6.6,0,26.7,7.9,19.3,65.5
20/08/2018,53.87,63.29,100.5,129.45,97.38,158.22,86.7,153.18,338.55,487.95,132.15,18.16,1.64,1.06,197.95,284.07,8,2018,20,0,18:00,15:00,13:00,16:00,15:00,15:00,5.8,4.5,0,27.8,9.3,21,47.25
21/08/2018,56.89,65.08,100.97,133.05,91.69,151.02,83.6,156.78,333.15,491.91,-5.39,5.21,0.98,1.02,192.74,280.47,8,2018,21,1,17:00,15:00,13:00,14:00,15:00,14:00,3.1,7,0,28.8,8.4,19.04,64.75
22/08/2018,55.66,64.01,105.36,140.24,90.65,151.02,84.72,155.7,336.39,496.94,3.24,22.47,1.01,1.07,195.97,284.07,8,2018,22,2,17:00,14:00,15:00,15:00,15:00,15:00,3.8,6.2,0,26.5,3.9,19.88,64.75
23/08/2018,55.23,64.37,105.65,133.05,97.52,154.62,89.72,173.32,348.08,516.72,11.69,24.09,1.03,1.07,203.16,287.67,8,2018,23,3,19:00,14:00,14:00,14:00,14:00,14:00,6.5,3.8,0,27.7,7.8,22.16,56
24/08/2018,56.13,63.29,108.05,133.05,110.1,176.2,91.87,166.49,366.24,533.98,18.16,45.49,1.05,1.14,218.09,309.24,8,2018,24,4,19:00,11:00,14:00,15:00,14:00,15:00,8,2.7,0,29.7,4.8,22.74,50.25
25/08/2018,40.45,51.78,85.26,100.68,59.48,68.32,38.37,52.5,223.48,255.66,-142.75,8.63,0.61,1.04,144.73,169,8,2018,25,5,01:00,13:00,12:00,13:00,13:00,13:00,3.1,7,0,22.4,0,18.06,81.75
26/08/2018,34.59,44.23,78.53,79.11,52.57,53.94,31.03,36.68,196.69,210,-26.79,-9.71,0.88,0.95,131.07,133.05,8,2018,26,6,02:00,00:00,00:00,09:00,00:00,06:00,0,12.8,0,16.8,0,12.88,87
27/08/2018,52.07,67.96,92.59,107.87,75.51,107.87,76.88,128.73,297.02,394.1,100.32,-41.53,1.51,0.88,168.1,215.75,8,2018,27,0,17:00,15:00,11:00,09:00,15:00,15:00,0,12.6,0,16.8,0,13.56,82.25
28/08/2018,53.25,62.57,98.45,122.26,87.06,151.02,84.72,155.7,323.44,484.72,26.43,-9.71,1.09,0.97,185.54,273.28,8,2018,28,1,19:00,14:00,14:00,15:00,14:00,15:00,2,8.4,0,24.8,7.8,17.14,77.5
29/08/2018,53.25,60.41,100.97,133.05,96.19,161.81,83.39,147.79,333.87,498.02,10.43,-2.52,1.03,0.99,197.23,294.86,8,2018,29,2,08:00,15:00,15:00,14:00,15:00,15:00,3.9,6.2,0,25.7,8.1,19.08,61.5
30/08/2018,52.93,66.52,100.68,129.45,108.05,172.6,81.59,151.74,343.22,512.41,9.35,-4.85,1.03,0.99,208.74,302.05,8,2018,30,3,19:00,14:00,14:00,15:00,14:00,15:00,6.9,3.8,0,29.2,10.1,21.94,47.5
31/08/2018,53.54,60.41,100.4,129.45,111.65,172.6,84.32,151.02,349.87,498.38,6.65,-16.36,1.02,0.96,211.97,294.86,8,2018,31,4,19:00,12:00,13:00,14:00,12:00,14:00,8.2,2.8,0,29.8,10.5,22.94,45.5
01/09/2018,39.4,49.98,74.76,89.9,62.93,75.51,37.94,48.54,215.03,239.84,-134.84,-8.45,0.61,0.96,137.72,165.41,9,2018,1,5,00:00,13:00,13:00,10:00,13:00,13:00,6.4,4.6,1,31.8,,22.18,58
02/09/2018,38.5,48.18,74.29,89.9,59.48,71.92,33.37,38.12,205.68,239.12,-9.35,8.99,0.96,1.05,133.76,161.81,9,2018,2,6,01:00,14:00,14:00,15:00,14:00,19:00,6.2,4.8,0,31.4,5.6,21.5,64.5
03/09/2018,54.94,66.88,98.89,136.64,107.7,183.39,88.6,189.5,350.05,549.08,144.37,53.04,1.7,1.18,206.58,309.24,9,2018,3,0,16:00,08:00,13:00,11:00,13:00,11:00,3.6,6.6,0,26,5.6,18.86,80.5
04/09/2018,58.58,73.35,94.14,118.66,92.34,140.24,78.07,129.81,323.09,443.73,-26.97,-0.36,0.92,1,186.44,255.3,9,2018,4,1,15:00,14:00,11:00,14:00,11:00,15:00,0.1,11.8,0,17.2,2.7,13.72,81.5
05/09/2018,56.45,67.96,91.69,115.07,90.33,140.24,75.8,129.45,314.28,447.32,-8.81,-19.6,0.97,0.94,182.02,255.3,9,2018,5,2,19:00,14:00,14:00,11:00,14:00,14:00,0,12.8,0,16,7.9,13.06,78.75
06/09/2018,55.66,65.8,92.02,118.66,91.69,136.64,78.39,137.72,317.69,454.87,3.42,-25.53,1.01,0.93,183.67,255.3,9,2018,6,3,16:00,14:00,14:00,14:00,14:00,14:00,0.9,11.6,0,22.1,8,14.2,76.25
07/09/2018,41.6,53.94,81.05,100.68,83.03,122.26,32.99,40.99,238.58,290.18,-79.11,-111.29,0.75,0.68,164.04,222.94,9,2018,7,4,01:00,14:00,15:00,13:00,15:00,15:00,2.8,8.1,0,27.2,9.3,17.78,68.25
08/09/2018,39.35,50.7,72.82,89.9,63.25,79.11,38.98,51.42,214.31,233.37,-24.27,-0.72,0.9,1,135.99,169,9,2018,8,5,02:00,15:00,15:00,09:00,15:00,15:00,1.9,8.8,0,26.4,7.2,16.98,74.5
09/09/2018,34.61,45.31,73.39,86.3,62.5,75.51,32.94,39.19,203.52,218.99,-10.79,-2.16,0.95,0.99,135.92,161.81,9,2018,9,6,02:00,14:00,14:00,13:00,14:00,14:00,1.7,8.8,0,24.5,,16.84,73.5
10/09/2018,49.66,61.49,98.24,129.45,100.86,161.81,84.9,159.65,333.69,507.01,130.17,-16.36,1.64,0.95,199.21,291.26,9,2018,10,0,19:00,14:00,15:00,15:00,15:00,15:00,2.1,8.1,0,25,,17.9,70
11/09/2018,52.14,63.65,98.6,129.45,103.13,161.81,79.83,148.51,333.69,481.84,0,10.61,1,1.03,201.73,287.67,9,2018,11,1,19:00,15:00,14:00,14:00,15:00,15:00,1.8,8.4,0,24,,17.54,70.25
12/09/2018,52.89,65.44,97.99,129.45,101.83,154.62,77.38,141.68,330.1,481.84,-3.6,15.82,0.99,1.05,199.93,284.07,9,2018,12,2,17:00,15:00,14:00,15:00,15:00,15:00,1.7,8.3,0,23.7,,17.8,73.25
13/09/2018,53.97,60.05,100.04,143.83,108.05,169,80.62,145.27,342.68,503.06,12.59,24.99,1.04,1.08,208.2,309.24,9,2018,13,3,08:00,16:00,14:00,15:00,16:00,16:00,2.9,7.1,0,26.8,,18.52,75.5
14/09/2018,58.47,73,96.19,118.66,102.3,140.24,78.35,134.84,335.31,457.75,-7.37,96.73,0.98,1.41,198.49,258.9,9,2018,14,4,10:00,14:00,10:00,08:00,14:00,14:00,2.2,7.8,0,19,,17.86,88.5
15/09/2018,40.6,56.45,81.81,97.09,69.22,82.7,39.76,58.25,231.39,262.14,-103.92,17.08,0.69,1.08,151.02,179.79,9,2018,15,5,01:00,11:00,14:00,11:00,14:00,11:00,2.7,7.3,0,23.4,,18.12,79.75
16/09/2018,34.05,46.03,80.58,97.09,64.58,75.51,33.24,44.23,212.51,230.13,-18.88,8.99,0.92,1.04,145.2,172.6,9,2018,16,6,22:00,08:00,08:00,10:00,08:00,11:00,1.6,8.6,0,23,,17.7,71.75
17/09/2018,53.22,62.21,100.04,122.26,96.44,136.64,77.85,131.97,327.58,445.16,115.07,-6.11,1.54,0.98,196.51,258.9,9,2018,17,0,17:00,09:00,09:00,10:00,09:00,09:00,2.1,8.2,0,19.5,,17.54,87.25
18/09/2018,54.51,64.37,99.6,133.05,109.85,161.81,81.12,142.04,345.2,495.51,17.62,11.51,1.05,1.03,209.46,294.86,9,2018,18,1,08:00,14:00,14:00,14:00,14:00,14:00,5.7,4.3,0,23.9,,19.82,80.75
19/09/2018,56.49,64.37,105,143.83,116.86,179.79,90.54,172.96,368.93,553.76,23.73,38.83,1.07,1.12,221.86,320.03,9,2018,19,2,19:00,14:00,15:00,15:00,15:00,15:00,8.4,2.5,0,29.9,,24.32,61.75
20/09/2018,58.54,69.04,100.97,125.85,105,158.22,82.74,151.02,347.36,495.15,-21.57,4.67,0.94,1.01,206.04,284.07,9,2018,20,3,09:00,14:00,14:00,14:00,14:00,14:00,4.6,5.4,0,25,,20.14,79.5
21/09/2018,55.38,61.49,102.05,129.45,106.8,169,82.38,139.88,346.64,496.94,-0.72,11.33,1,1.03,208.92,298.45,9,2018,21,4,19:00,11:00,15:00,14:00,15:00,15:00,5.1,5,0,27.7,,20.82,78.25
22/09/2018,39.94,52.14,82.27,122.26,56.78,79.11,61.99,112.19,240.92,322.55,-105.72,9.53,0.7,1.04,139.09,179.79,9,2018,22,5,04:00,12:00,10:00,15:00,10:00,10:00,5.4,4.9,0,28.8,,21.44,63.75
